13000000000,-11.8987600
13050000000,-11.8916200
13100000000,-11.8738000
13150000000,-11.8497100
13200000000,-11.8230300
13250000000,-11.8343100
13300000000,-11.8176700
13350000000,-11.8221500
13400000000,-11.8490000
13450000000,-11.8421100
13500000000,-11.8657900
13550000000,-11.8936400
13600000000,-11.9075300
13650000000,-11.9318900
13700000000,-11.9475300
13750000000,-11.9737400
13800000000,-11.9769800
13850000000,-12.0233700
13900000000,-12.0397000
13950000000,-12.0518700
14000000000,-12.1106500
14050000000,-12.1331600
14100000000,-12.1662000
14150000000,-12.2224500
14200000000,-12.2692600
14250000000,-12.3292900
14300000000,-12.3852700
14350000000,-12.4805200
14400000000,-12.5418200
14450000000,-12.6439900
14500000000,-12.7624500
14550000000,-12.8407900
14600000000,-12.9812000
14650000000,-13.1073200
14700000000,-13.2435700
14750000000,-13.4007800
14800000000,-13.5652600
14850000000,-13.7492800
14900000000,-13.9002500
14950000000,-14.1295800
15000000000,-14.3302100
15050000000,-14.5108900
15100000000,-14.7664400
15150000000,-14.9530900
15200000000,-15.1800700
15250000000,-15.4171100
15300000000,-15.6509700
15350000000,-15.8961500
15400000000,-16.1048500
15450000000,-16.3650200
15500000000,-16.5442000
15550000000,-16.7453700
15600000000,-16.9471800
15650000000,-17.0511700
15700000000,-17.2007500
15750000000,-17.2803100
15800000000,-17.2971900
15850000000,-17.2938900
15900000000,-17.2332100
15950000000,-17.1267900
16000000000,-16.9211000
16050000000,-16.7689800
16100000000,-16.5297100
16150000000,-16.1982300
16200000000,-15.9518900
16250000000,-15.6424300
16300000000,-15.3097700
16350000000,-14.9956000
16400000000,-14.6857500
16450000000,-14.3556300
16500000000,-13.9956100
16550000000,-13.7293200
16600000000,-13.4100100
16650000000,-13.1062700
16700000000,-12.8430200
16750000000,-12.5472600
16800000000,-12.2871100
16850000000,-12.0316400
16900000000,-11.7949400
16950000000,-11.5469500
17000000000,-11.3131800
17050000000,-11.1218000
17100000000,-10.8959300
17150000000,-10.7088500
17200000000,-10.5235900
17250000000,-10.3235000
17300000000,-10.1617000
17350000000,-10.0068200
17400000000,-9.8480880
17450000000,-9.6917510
17500000000,-9.5600910
17550000000,-9.4356120
17600000000,-9.3067870
17650000000,-9.2201020
17700000000,-9.0987870
17750000000,-8.9887750
17800000000,-8.9120810
17850000000,-8.8123270
17900000000,-8.7257630
17950000000,-8.6326660
18000000000,-8.5455970
